,Text,new_text2,Tokeniz,baku_text,stemmed_text
458,para pendukung  apa ga takut yakalo nanti nauzubillah prabowo terpilihapa ga akan lebih parah dr orba ini indonesia kedepannya kebebasan di bungkam negosiasi diluar aturan dianggap wajar semuanya lbh ke bisnismau jd apa indonesia kedepannya dipimpin prabowo mikir,pendukung ga takut yakalo nauzubillah terpilihapa ga parah orba kedepannya kebebasan bungkam negosiasi diluar aturan dianggap wajar lbh bisnismau jd kedepannya dipimpin mikir,"['pendukung', 'ga', 'takut', 'yakalo', 'nauzubillah', 'terpilihapa', 'ga', 'parah', 'orba', 'kedepannya', 'kebebasan', 'bungkam', 'negosiasi', 'diluar', 'aturan', 'dianggap', 'wajar', 'lbh', 'bisnismau', 'jd', 'kedepannya', 'dipimpin', 'mikir']","['pendukung', 'enggak', 'takut', 'yakalo', 'nauzubillah', 'terpilihapa', 'enggak', 'parah', 'orba', 'kedepannya', 'kebebasan', 'bungkam', 'negosiasi', 'diluar', 'aturan', 'dianggap', 'wajar', 'lebih', 'bisnismau', 'jadi', 'kedepannya', 'dipimpin', 'mikir']","['dukung', 'enggak', 'takut', 'yakalo', 'nauzubillah', 'terpilihapa', 'enggak', 'parah', 'orba', 'depan', 'bebas', 'bungkam', 'negosiasi', 'luar', 'atur', 'anggap', 'wajar', 'lebih', 'bisnismau', 'jadi', 'depan', 'pimpin', 'mikir']"
459,ganjar optimis capai pertumbuhan ekonomi  sahabatganjar  ganjar menangkanganjar generasigotongroyong ganjar mahfud hebat    guru ngaji satu juta ,optimis capai pertumbuhan ekonomi generasigotongroyong ngaji juta,"['optimis', 'capai', 'pertumbuhan', 'ekonomi', 'generasigotongroyong', 'ngaji', 'juta']","['optimis', 'capai', 'pertumbuhan', 'ekonomi', 'generasigotongroyong', 'mengaji', 'juta']","['optimis', 'capai', 'tumbuh', 'ekonomi', 'generasigotongroyong', 'aji', 'juta']"
460,isu palestina tidak penting bagi prabowo tidak ada keberpihakan amp kepedulian untuk menegakkan konstitusimakin kelihatan watak aslinya  ,isu palestina keberpihakan kepedulian menegakkan konstitusimakin watak aslinya,"['isu', 'palestina', 'keberpihakan', 'kepedulian', 'menegakkan', 'konstitusimakin', 'watak', 'aslinya']","['isu', 'palestina', 'keberpihakan', 'kepedulian', 'menegakkan', 'konstitusimakin', 'watak', 'aslinya']","['isu', 'palestina', 'pihak', 'peduli', 'tegak', 'konstitusimakin', 'watak', 'asli']"
461,ganjarmahfud adalah harapan baru untuk kepolisian yang lebih baik membawa semangat dan komitmen dalam memberantas korupsi dan mewujudkan keadilan   ,harapan kepolisian membawa semangat komitmen memberantas korupsi mewujudkan keadilan,"['harapan', 'kepolisian', 'membawa', 'semangat', 'komitmen', 'memberantas', 'korupsi', 'mewujudkan', 'keadilan']","['harapan', 'kepolisian', 'membawa', 'semangat', 'komitmen', 'memberantas', 'korupsi', 'mewujudkan', 'keadilan']","['harap', 'polisi', 'bawa', 'semangat', 'komitmen', 'berantas', 'korupsi', 'wujud', 'adil']"
462,ganjar pranowo mahfud md yakin bahwa penempatan psikolog di puskesmas sebagai bagian dari sistem kesehatan nasional akan memberikan dampak positif dalam meningkatkan kesejahteraan mental masyarakat indonesia secara menyeluruhganjarmahfudrebound jnk,penempatan psikolog puskesmas sistem kesehatan nasional dampak positif meningkatkan kesejahteraan mental menyeluruhganjarmahfudrebound,"['penempatan', 'psikolog', 'puskesmas', 'sistem', 'kesehatan', 'nasional', 'dampak', 'positif', 'meningkatkan', 'kesejahteraan', 'mental', 'menyeluruhganjarmahfudrebound']","['penempatan', 'psikolog', 'puskesmas', 'sistem', 'kesehatan', 'nasional', 'dampak', 'positif', 'meningkatkan', 'kesejahteraan', 'mental', 'menyeluruhganjarmahfudrebound']","['tempat', 'psikolog', 'puskesmas', 'sistem', 'sehat', 'nasional', 'dampak', 'positif', 'tingkat', 'sejahtera', 'mental', 'menyeluruhganjarmahfudrebound']"
463,ganjarmahfud akan membuka peluang lebih banyak bagi perusahaan swasta untuk berinvestasi dalam riset sehinsucht happy new year  ,membuka peluang perusahaan swasta berinvestasi riset sehinsucht happy new year,"['membuka', 'peluang', 'perusahaan', 'swasta', 'berinvestasi', 'riset', 'sehinsucht', 'happy', 'new', 'year']","['membuka', 'peluang', 'perusahaan', 'swasta', 'berinvestasi', 'riset', 'sehinsucht', 'happy', 'new', 'year']","['buka', 'peluang', 'usaha', 'swasta', 'investasi', 'riset', 'sehinsucht', 'happy', 'new', 'year']"
464,ganjar tolak ajakan diskusi prabowo debatnya hari ini kalau tidak siap jangan debat  ,tolak ajakan diskusi debatnya debat,"['tolak', 'ajakan', 'diskusi', 'debatnya', 'debat']","['tolak', 'ajakan', 'diskusi', 'debatnya', 'debat']","['tolak', 'aja', 'diskusi', 'debat', 'debat']"
465,kubu prabowo gibran gembargembor katanya yakin nenang  putaran pilpres tapi kok caracara kampanyenya ga luput dari pakai caracara mulai dari tak elok tak etis dan terakhir ini ga kalah parah bansos diakuakui sama zulkifli hasan merupakan pemberian pribadi jokowipadahal sejatinya bansos itu dibeli pakai uang pajak rakyat  dan memang diperuntukkan untuk rakyatpresiden dan mentri atau pemerintah hanya bertugas sebagai penyalur bantuan bukan pemilik bantuanmodelan begini yang katanya yakin menang  putaran  masi pada percaya kliatan banget bahwa hasil survey mereka itu sebetulnya realitanya gembos makanya mreka panik ,gembargembor nenang putaran pilpres caracara kampanyenya ga luput pakai caracara elok etis ga kalah parah diakuakui zulkifli hasan pemberian pribadi jokowipadahal sejatinya dibeli pakai uang pajak diperuntukkan rakyatpresiden mentri pemerintah bertugas penyalur bantuan pemilik bantuanmodelan putaran masi percaya kliatan hasil survey realitanya gembos mreka panik,"['gembargembor', 'nenang', 'putaran', 'pilpres', 'caracara', 'kampanyenya', 'ga', 'luput', 'pakai', 'caracara', 'elok', 'etis', 'ga', 'kalah', 'parah', 'diakuakui', 'zulkifli', 'hasan', 'pemberian', 'pribadi', 'jokowipadahal', 'sejatinya', 'dibeli', 'pakai', 'uang', 'pajak', 'diperuntukkan', 'rakyatpresiden', 'mentri', 'pemerintah', 'bertugas', 'penyalur', 'bantuan', 'pemilik', 'bantuanmodelan', 'putaran', 'masi', 'percaya', 'kliatan', 'hasil', 'survey', 'realitanya', 'gembos', 'mreka', 'panik']","['gembargembor', 'nenang', 'putaran', 'pilpres', 'caracara', 'kampanyenya', 'enggak', 'luput', 'pakai', 'caracara', 'elok', 'etis', 'enggak', 'kalah', 'parah', 'diakuakui', 'zulkifli', 'hasan', 'pemberian', 'pribadi', 'jokowipadahal', 'sejatinya', 'dibeli', 'pakai', 'uang', 'pajak', 'diperuntukkan', 'rakyatpresiden', 'mentri', 'pemerintah', 'bertugas', 'penyalur', 'bantuan', 'pemilik', 'bantuanmodelan', 'putaran', 'masih', 'percaya', 'kelihatan', 'hasil', 'survey', 'realitanya', 'gembos', 'mereka', 'panik']","['gembargembor', 'nenang', 'putar', 'pilpres', 'caracara', 'kampanye', 'enggak', 'luput', 'pakai', 'caracara', 'elok', 'etis', 'enggak', 'kalah', 'parah', 'diakuakui', 'zulkifli', 'hasan', 'beri', 'pribadi', 'jokowipadahal', 'sejati', 'beli', 'pakai', 'uang', 'pajak', 'untuk', 'rakyatpresiden', 'tri', 'perintah', 'tugas', 'salur', 'bantu', 'milik', 'bantuanmodelan', 'putar', 'masih', 'percaya', 'lihat', 'hasil', 'survey', 'realitanya', 'gembos', 'mereka', 'panik']"
466,hasbillbs aniesbaswedan prabowo pengkhianat pengkhianat konstitusi nkri,hasbillbs pengkhianat pengkhianat konstitusi nkri,"['hasbillbs', 'pengkhianat', 'pengkhianat', 'konstitusi', 'nkri']","['hasbillbs', 'pengkhianat', 'pengkhianat', 'konstitusi', 'nkri']","['hasbillbs', 'khianat', 'khianat', 'konstitusi', 'nkri']"
467,pemerintahan yang transparan adalah pondasi demokrasi yang kokoh indonesiasentris  anakmudaindonesiaemas prabowo  gibran memperjuangkan transparansi ini indonesiasentris  anakmudaindonesiaemas menangseputaran ,pemerintahan transparan pondasi demokrasi kokoh memperjuangkan transparansi,"['pemerintahan', 'transparan', 'pondasi', 'demokrasi', 'kokoh', 'memperjuangkan', 'transparansi']","['pemerintahan', 'transparan', 'pondasi', 'demokrasi', 'kokoh', 'memperjuangkan', 'transparansi']","['perintah', 'transparan', 'pondasi', 'demokrasi', 'kokoh', 'juang', 'transparansi']"
468,dalam keadaan saat ini pentingnya kita untuk tetap menjaga persatuan dan janganlah memecah belah rakyat dan bangsa salam damai prabowo prabowosubianto prabowogibran aniesbaswedan ganjarpranowo salingjaga   ,menjaga persatuan memecah belah bangsa salam damai salingjaga,"['menjaga', 'persatuan', 'memecah', 'belah', 'bangsa', 'salam', 'damai', 'salingjaga']","['menjaga', 'persatuan', 'memecah', 'belah', 'bangsa', 'salam', 'damai', 'salingjaga']","['jaga', 'satu', 'pecah', 'belah', 'bangsa', 'salam', 'damai', 'salingjaga']"
469,ngatain orang tak beretikangatain orang berambisi untuk berkuasa padahal faktanya dia sendiri yg berambisi untuk berkuasa demi isi perut dan perusahaannyadan ini etika anda  prabowo   ,ngatain beretikangatain berambisi berkuasa faktanya berambisi berkuasa isi perut perusahaannyadan etika,"['ngatain', 'beretikangatain', 'berambisi', 'berkuasa', 'faktanya', 'berambisi', 'berkuasa', 'isi', 'perut', 'perusahaannyadan', 'etika']","['mengatai', 'beretikangatain', 'berambisi', 'berkuasa', 'faktanya', 'berambisi', 'berkuasa', 'isi', 'perut', 'perusahaannyadan', 'etika']","['katai', 'beretikangatain', 'ambisi', 'kuasa', 'fakta', 'ambisi', 'kuasa', 'isi', 'perut', 'perusahaannyadan', 'etika']"
470, debat capres pertama ganjar tegaskan jaga demokrasi dan sikat korupsi bengis  ganjar mahfud hebat    debatcapres ,debat tegaskan jaga demokrasi sikat korupsi bengis,"['debat', 'tegaskan', 'jaga', 'demokrasi', 'sikat', 'korupsi', 'bengis']","['debat', 'tegaskan', 'jaga', 'demokrasi', 'sikat', 'korupsi', 'bengis']","['debat', 'tegas', 'jaga', 'demokrasi', 'sikat', 'korupsi', 'bengis']"
471,tvonenews anjir ini pendukung sm yg didukungnya   data yg sifatnya rahasia dan strategis yg diminta pak anies dan pak ganjartp data sputar alokasi dan realisasi anggaran di kemenhantrutama yg menyangkut pengadaan alutsista dan proyek food estate yg sdh mulai tercium bau gak sedap,anjir pendukung sm didukungnya data sifatnya rahasia strategis ganjartp data sputar alokasi realisasi anggaran kemenhantrutama pengadaan alutsista proyek sdh tercium bau gak sedap,"['anjir', 'pendukung', 'sm', 'didukungnya', 'data', 'sifatnya', 'rahasia', 'strategis', 'ganjartp', 'data', 'sputar', 'alokasi', 'realisasi', 'anggaran', 'kemenhantrutama', 'pengadaan', 'alutsista', 'proyek', 'sdh', 'tercium', 'bau', 'gak', 'sedap']","['anjir', 'pendukung', 'sama', 'didukungnya', 'data', 'sifatnya', 'rahasia', 'strategis', 'ganjartp', 'data', 'sputar', 'alokasi', 'realisasi', 'anggaran', 'kemenhantrutama', 'pengadaan', 'alutsista', 'proyek', 'sudah', 'tercium', 'bau', 'enggak', 'sedap']","['anjir', 'dukung', 'sama', 'dukung', 'data', 'sifat', 'rahasia', 'strategis', 'ganjartp', 'data', 'sputar', 'alokasi', 'realisasi', 'anggar', 'kemenhantrutama', 'ada', 'alutsista', 'proyek', 'sudah', 'cium', 'bau', 'enggak', 'sedap']"
472,penyukaombak inilah ciri tweetan orang berpendidikan tapi bodohapalagi yg di angkat  lama dri  soal intoleran anti pancasila bla bla yg  fakta di jakarta anies dianggap pahlawan oleh pengurus gereja masjid vihara yg sdh ngasih izin gobloog gobloog,penyukaombak ciri tweetan berpendidikan bodohapalagi dri intoleran anti pancasila bla bla fakta dianggap pahlawan pengurus gereja masjid vihara sdh ngasih izin gobloog gobloog,"['penyukaombak', 'ciri', 'tweetan', 'berpendidikan', 'bodohapalagi', 'dri', 'intoleran', 'anti', 'pancasila', 'bla', 'bla', 'fakta', 'dianggap', 'pahlawan', 'pengurus', 'gereja', 'masjid', 'vihara', 'sdh', 'ngasih', 'izin', 'gobloog', 'gobloog']","['penyukaombak', 'ciri', 'tweetan', 'berpendidikan', 'bodohapalagi', 'dari', 'intoleran', 'anti', 'pancasila', 'bla', 'bla', 'fakta', 'dianggap', 'pahlawan', 'pengurus', 'gereja', 'masjid', 'vihara', 'sudah', 'mengasih', 'izin', 'gobloog', 'gobloog']","['penyukaombak', 'ciri', 'tweetan', 'didik', 'bodohapalagi', 'dari', 'intoleran', 'anti', 'pancasila', 'bla', 'bla', 'fakta', 'anggap', 'pahlawan', 'urus', 'gereja', 'masjid', 'vihara', 'sudah', 'asih', 'izin', 'gobloog', 'gobloog']"
473,generasimudanu ko mau saja menutupi keburukan junjungannya jangan mau bersikap bodoh rakyat pasti paham apa yang dimaksud pak ganjar tidak ada kaitannya dengan rahasia negara hanya diminta data anggaran saja memang belum siap data saja junjangan kalian itu,generasimudanu ko menutupi keburukan junjungannya bersikap bodoh paham kaitannya rahasia data anggaran data junjangan,"['generasimudanu', 'ko', 'menutupi', 'keburukan', 'junjungannya', 'bersikap', 'bodoh', 'paham', 'kaitannya', 'rahasia', 'data', 'anggaran', 'data', 'junjangan']","['generasimudanu', 'kok', 'menutupi', 'keburukan', 'junjungannya', 'bersikap', 'bodoh', 'paham', 'kaitannya', 'rahasia', 'data', 'anggaran', 'data', 'junjangan']","['generasimudanu', 'kok', 'tutup', 'keburu', 'junjung', 'sikap', 'bodoh', 'paham', 'kait', 'rahasia', 'data', 'anggar', 'data', 'junjangan']"
474,denismalhotra  sama  ini cuma beda geng doank come on wake up people senang atau tidak cuma anies yang masih menjujung nilai demokrasi ,denismalhotra beda geng doank come on wake up people senang menjujung nilai demokrasi,"['denismalhotra', 'beda', 'geng', 'doank', 'come', 'on', 'wake', 'up', 'people', 'senang', 'menjujung', 'nilai', 'demokrasi']","['denismalhotra', 'beda', 'geng', 'doang', 'come', 'on', 'wake', 'up', 'people', 'senang', 'menjujung', 'nilai', 'demokrasi']","['denismalhotra', 'beda', 'geng', 'doang', 'come', 'on', 'wake', 'up', 'people', 'senang', 'menjujung', 'nilai', 'demokrasi']"
475,indonesian democratic party bulan depan karena demokrasi itu penting bro ayo kita pastikan kepentingan demokrasi dengan memilih ganjar pranowo ganjarmahfudrebound ganjarpranowopilihanumat jnk ,democratic party demokrasi bro ayo pastikan kepentingan demokrasi memilih,"['democratic', 'party', 'demokrasi', 'bro', 'ayo', 'pastikan', 'kepentingan', 'demokrasi', 'memilih']","['democratic', 'party', 'demokrasi', 'bro', 'ayo', 'pastikan', 'kepentingan', 'demokrasi', 'memilih']","['democratic', 'party', 'demokrasi', 'bro', 'ayo', 'pasti', 'penting', 'demokrasi', 'pilih']"
476,calon presiden capres nomor urut  ganjar pranowo mengaku terharu ketika blusukan ditawarkan memasang alat peraga kampanye di rumah masyarakat ganjar mahfud hebat    waktunyaprabowo ,nomor urut mengaku terharu blusukan ditawarkan memasang alat peraga kampanye,"['nomor', 'urut', 'mengaku', 'terharu', 'blusukan', 'ditawarkan', 'memasang', 'alat', 'peraga', 'kampanye']","['nomor', 'urut', 'mengaku', 'terharu', 'blusukan', 'ditawarkan', 'memasang', 'alat', 'peraga', 'kampanye']","['nomor', 'urut', 'aku', 'haru', 'blusukan', 'tawar', 'pasang', 'alat', 'aga', 'kampanye']"
477,perhatian pak ganjar terhadap prajurit tni au jangan asal beli pesawat patut diacungi jempol tentu pak ganjar gak mau mengulang kesalahan pembelian sukhoi di th  saat era ibu presiden megawati pembelian  pesawat  sk dan  pesawat  senilai  juta dinilai bermasalah karena melanggar uu apbn yg mana pembeliannya dilakukan rini sumarno orang kepercayaan ibu megawati yg saat itu menjabat menteri perindustrian pembelian alutsista itu menjadi sorotan karena tanpa diketahui menteri pertahanan matori abdul djalil dan menteri keuangan boediono dalam keterangannya di dprri saat itu rini soemarno langsung melapor ke presiden megawati masalah makin ruwet karena kasus sukhoi ini juga menyeret dugaan ada peran menantu megawati yakni happy hapsoro akibat panja komisi  dprri berkalikali menyebut keterlibatan happy dan dia bantah ,perhatian prajurit au beli pesawat patut diacungi jempol gak mengulang kesalahan pembelian sukhoi th era megawati pembelian pesawat sk pesawat senilai juta dinilai bermasalah melanggar uu apbn pembeliannya rini sumarno kepercayaan megawati menjabat menteri perindustrian pembelian alutsista sorotan menteri pertahanan matori abdul djalil menteri keuangan boediono keterangannya dprri rini soemarno langsung melapor megawati ruwet sukhoi menyeret dugaan peran menantu megawati happy hapsoro akibat panja komisi dprri berkalikali menyebut keterlibatan happy bantah,"['perhatian', 'prajurit', 'au', 'beli', 'pesawat', 'patut', 'diacungi', 'jempol', 'gak', 'mengulang', 'kesalahan', 'pembelian', 'sukhoi', 'th', 'era', 'megawati', 'pembelian', 'pesawat', 'sk', 'pesawat', 'senilai', 'juta', 'dinilai', 'bermasalah', 'melanggar', 'uu', 'apbn', 'pembeliannya', 'rini', 'sumarno', 'kepercayaan', 'megawati', 'menjabat', 'menteri', 'perindustrian', 'pembelian', 'alutsista', 'sorotan', 'menteri', 'pertahanan', 'matori', 'abdul', 'djalil', 'menteri', 'keuangan', 'boediono', 'keterangannya', 'dprri', 'rini', 'soemarno', 'langsung', 'melapor', 'megawati', 'ruwet', 'sukhoi', 'menyeret', 'dugaan', 'peran', 'menantu', 'megawati', 'happy', 'hapsoro', 'akibat', 'panja', 'komisi', 'dprri', 'berkalikali', 'menyebut', 'keterlibatan', 'happy', 'bantah']","['perhatian', 'prajurit', 'au', 'beli', 'pesawat', 'patut', 'diacungi', 'jempol', 'enggak', 'mengulang', 'kesalahan', 'pembelian', 'sukhoi', 'tahun', 'era', 'megawati', 'pembelian', 'pesawat', 'suka', 'pesawat', 'senilai', 'juta', 'dinilai', 'bermasalah', 'melanggar', 'uu', 'apbn', 'pembeliannya', 'rini', 'sumarno', 'kepercayaan', 'megawati', 'menjabat', 'menteri', 'perindustrian', 'pembelian', 'alutsista', 'sorotan', 'menteri', 'pertahanan', 'matori', 'abdul', 'djalil', 'menteri', 'keuangan', 'boediono', 'keterangannya', 'dprri', 'rini', 'soemarno', 'langsung', 'melapor', 'megawati', 'ruwet', 'sukhoi', 'menyeret', 'dugaan', 'peran', 'menantu', 'megawati', 'happy', 'hapsoro', 'akibat', 'panja', 'komisi', 'dprri', 'berkalikali', 'menyebut', 'keterlibatan', 'happy', 'bantah']","['perhati', 'prajurit', 'au', 'beli', 'pesawat', 'patut', 'acung', 'jempol', 'enggak', 'ulang', 'salah', 'beli', 'sukhoi', 'tahun', 'era', 'megawati', 'beli', 'pesawat', 'suka', 'pesawat', 'nila', 'juta', 'nilai', 'masalah', 'langgar', 'uu', 'apbn', 'beli', 'rini', 'sumarno', 'percaya', 'megawati', 'jabat', 'menteri', 'industri', 'beli', 'alutsista', 'sorot', 'menteri', 'tahan', 'matori', 'abdul', 'djalil', 'menteri', 'uang', 'boediono', 'terang', 'dprri', 'rini', 'soemarno', 'langsung', 'lapor', 'megawati', 'ruwet', 'sukhoi', 'seret', 'duga', 'peran', 'menantu', 'megawati', 'happy', 'hapsoro', 'akibat', 'panja', 'komisi', 'dprri', 'berkalikali', 'sebut', 'libat', 'happy', 'bantah']"
478,bukankah pak anies beli mobdin bekas beliau pakai dulu saat jadi gubernur dki apakah sudah dilaporkan dalam lhkpn,beli mobdin bekas pakai dki dilaporkan lhkpn,"['beli', 'mobdin', 'bekas', 'pakai', 'dki', 'dilaporkan', 'lhkpn']","['beli', 'mobdin', 'bekas', 'pakai', 'dki', 'dilaporkan', 'lhkpn']","['beli', 'mobdin', 'bekas', 'pakai', 'dki', 'lapor', 'lhkpn']"
479,ganjarmahfud benarbenar menjadi harapan bagi pengusaha kecil dukungan mereka pada umkm dengan ekatalog dan alokasi anggaran benarbenar luar biasa  happy new year  ,benarbenar harapan pengusaha dukungan umkm ekatalog alokasi anggaran benarbenar happy new year,"['benarbenar', 'harapan', 'pengusaha', 'dukungan', 'umkm', 'ekatalog', 'alokasi', 'anggaran', 'benarbenar', 'happy', 'new', 'year']","['benarbenar', 'harapan', 'pengusaha', 'dukungan', 'umkm', 'ekatalog', 'alokasi', 'anggaran', 'benarbenar', 'happy', 'new', 'year']","['benarbenar', 'harap', 'usaha', 'dukung', 'umkm', 'ekatalog', 'alokasi', 'anggar', 'benarbenar', 'happy', 'new', 'year']"
480,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk  jnk ganjarmahfudrebound ganjarpranowopilihanumat ,pasangan duet fokus bikin regulasi hukum gak bikin investor mikir kali masuk,"['pasangan', 'duet', 'fokus', 'bikin', 'regulasi', 'hukum', 'gak', 'bikin', 'investor', 'mikir', 'kali', 'masuk']","['pasangan', 'duet', 'fokus', 'bikin', 'regulasi', 'hukum', 'enggak', 'bikin', 'investor', 'mikir', 'kali', 'masuk']","['pasang', 'duet', 'fokus', 'bikin', 'regulasi', 'hukum', 'enggak', 'bikin', 'investor', 'mikir', 'kali', 'masuk']"
481,dituding menyesatkan anies ingatkan prabowo jangan emosional dalam hadapi persoalan negara  ,dituding menyesatkan ingatkan emosional hadapi,"['dituding', 'menyesatkan', 'ingatkan', 'emosional', 'hadapi']","['dituding', 'menyesatkan', 'ingatkan', 'emosional', 'hadapi']","['tuding', 'sesat', 'ingat', 'emosional', 'hadap']"
482,respons timnas amin soal kans gabung kubu ganjarmahfud jika pilpres berjalan dua putaran  ,respons timnas kans gabung pilpres berjalan putaran,"['respons', 'timnas', 'kans', 'gabung', 'pilpres', 'berjalan', 'putaran']","['respons', 'timnas', 'kans', 'gabung', 'pilpres', 'berjalan', 'putaran']","['respons', 'timnas', 'kans', 'gabung', 'pilpres', 'jalan', 'putar']"
483,berkelaskomitmen pak anies untuk memberantas korupsi di negara inirabu  januari   ,berkelaskomitmen memberantas korupsi inirabu,"['berkelaskomitmen', 'memberantas', 'korupsi', 'inirabu']","['berkelaskomitmen', 'memberantas', 'korupsi', 'inirabu']","['berkelaskomitmen', 'berantas', 'korupsi', 'inirabu']"
484,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk  jnk ganjarmahfudrebound ganjarpranowopilihanumat ,pasangan duet fokus bikin regulasi hukum gak bikin investor mikir kali masuk,"['pasangan', 'duet', 'fokus', 'bikin', 'regulasi', 'hukum', 'gak', 'bikin', 'investor', 'mikir', 'kali', 'masuk']","['pasangan', 'duet', 'fokus', 'bikin', 'regulasi', 'hukum', 'enggak', 'bikin', 'investor', 'mikir', 'kali', 'masuk']","['pasang', 'duet', 'fokus', 'bikin', 'regulasi', 'hukum', 'enggak', 'bikin', 'investor', 'mikir', 'kali', 'masuk']"
485,saran dari aku yang mulai condong mendukung anies kepada para pendukung anies lainnyaberhenti annoying dengan bertindak defensif berlebihan anies baswedan mengutamakan kebebasan berpendapat jadi hormati saja pendapat orang lain kalau ada hoax tanggapi dengan santai dan jangan marahmarah sebagai pendukung berikanlah cerminan orang yang kalian dukungkenapa ini harus dilakukankarena pendukung kubu sebelah suka menggoreng pendukung anies yang tak mencerminkan kebebasan berpendapat sumbu pendek dan gampang marah jadi jangan mau dimanfaatkanbuktikan kalau pendukung anies adalah pendukung yang elegan elegan ya bukan eksklusif yang merasa seolaholah pilihan kita paling benar dan kita adalah manusia paling berwawasan tetap rendah hati dan terima perbedaan sejauh apapun bedanya ,saran condong mendukung pendukung lainnyaberhenti annoying bertindak defensif mengutamakan kebebasan berpendapat hormati pendapat hoax tanggapi santai marahmarah pendukung berikanlah cerminan dukungkenapa dilakukankarena pendukung sebelah suka menggoreng pendukung mencerminkan kebebasan berpendapat sumbu pendek gampang marah dimanfaatkanbuktikan pendukung pendukung elegan elegan seolaholah pilihan manusia berwawasan rendah hati perbedaan apapun bedanya,"['saran', 'condong', 'mendukung', 'pendukung', 'lainnyaberhenti', 'annoying', 'bertindak', 'defensif', 'mengutamakan', 'kebebasan', 'berpendapat', 'hormati', 'pendapat', 'hoax', 'tanggapi', 'santai', 'marahmarah', 'pendukung', 'berikanlah', 'cerminan', 'dukungkenapa', 'dilakukankarena', 'pendukung', 'sebelah', 'suka', 'menggoreng', 'pendukung', 'mencerminkan', 'kebebasan', 'berpendapat', 'sumbu', 'pendek', 'gampang', 'marah', 'dimanfaatkanbuktikan', 'pendukung', 'pendukung', 'elegan', 'elegan', 'seolaholah', 'pilihan', 'manusia', 'berwawasan', 'rendah', 'hati', 'perbedaan', 'apapun', 'bedanya']","['saran', 'condong', 'mendukung', 'pendukung', 'lainnyaberhenti', 'annoying', 'bertindak', 'defensif', 'mengutamakan', 'kebebasan', 'berpendapat', 'hormati', 'pendapat', 'hoax', 'tanggapi', 'santai', 'marahmarah', 'pendukung', 'berikanlah', 'cerminan', 'dukungkenapa', 'dilakukankarena', 'pendukung', 'sebelah', 'suka', 'menggoreng', 'pendukung', 'mencerminkan', 'kebebasan', 'berpendapat', 'sumbu', 'pendek', 'gampang', 'marah', 'dimanfaatkanbuktikan', 'pendukung', 'pendukung', 'elegan', 'elegan', 'seolaholah', 'pilihan', 'manusia', 'berwawasan', 'rendah', 'hati', 'perbedaan', 'apapun', 'bedanya']","['saran', 'condong', 'dukung', 'dukung', 'lainnyaberhenti', 'annoying', 'tindak', 'defensif', 'utama', 'bebas', 'dapat', 'hormat', 'dapat', 'hoax', 'tanggap', 'santai', 'marahmarah', 'dukung', 'beri', 'cermin', 'dukungkenapa', 'dilakukankarena', 'dukung', 'belah', 'suka', 'goreng', 'dukung', 'cermin', 'bebas', 'dapat', 'sumbu', 'pendek', 'gampang', 'marah', 'dimanfaatkanbuktikan', 'dukung', 'dukung', 'elegan', 'elegan', 'seolaholah', 'pilih', 'manusia', 'wawas', 'rendah', 'hati', 'beda', 'apa', 'beda']"
486,geiszchalifah itu tugas partai elu cheryltanzil memperjuangkan nasib mereka yg diperlakukan secara tidak adiljangan cuma nyalahin gubernur anies yg sudah selesai masa tugasnya,geiszchalifah tugas partai cheryltanzil memperjuangkan nasib diperlakukan adiljangan nyalahin selesai tugasnya,"['geiszchalifah', 'tugas', 'partai', 'cheryltanzil', 'memperjuangkan', 'nasib', 'diperlakukan', 'adiljangan', 'nyalahin', 'selesai', 'tugasnya']","['geiszchalifah', 'tugas', 'partai', 'cheryltanzil', 'memperjuangkan', 'nasib', 'diperlakukan', 'adiljangan', 'menyalahkan', 'selesai', 'tugasnya']","['geiszchalifah', 'tugas', 'partai', 'cheryltanzil', 'juang', 'nasib', 'laku', 'adiljangan', 'salah', 'selesai', 'tugas']"
487,  kesejahteraan indonesia di masa mendatang  pilih ganjar pranowo dan mahfud md  pilihanumat jnk temanganjar kampanye  atikohibunegara ganjar mahfud hebat   nazarpemilu  ,kesejahteraan pilihanumat temanganjar kampanye nazarpemilu,"['kesejahteraan', 'pilihanumat', 'temanganjar', 'kampanye', 'nazarpemilu']","['kesejahteraan', 'pilihanumat', 'temanganjar', 'kampanye', 'nazarpemilu']","['sejahtera', 'pilihanumat', 'temanganjar', 'kampanye', 'nazarpemilu']"
