,Unnamed: 0,IDText,Text,new_text,Tokeniz,dibakukan,stemmed,pre_stem,Kelas_SVM,manual,Kelas_RF,Kelas_SVM_SMOTE_Minority,Kelas_SOMTERF,Kelas_SVM_SMOTE2,Kelas_Voting_Hard,Kelas_Stacking,Kelas_PCAVoting_Hard,Kelas_PCA_Stacking,Kelas_Stacking2,Kelas_Stacking3
12,12,TXT0013,"Saking pen junjungan mrk @prabowo brkuasa ap sj dlanggar, @bawaslu_RI dan @KPU_ID sj mlempem letoy hdapi planggaran mrk yg tak bretika !!! Ã°ÂŸÂ˜ÂÃ°ÂŸÂ˜ÂÃ°ÂŸÂ˜Â¤
#AMINAjaDulu 
#AniesMuhaimin2024 https://t.co/ReVmmRvOcc [RE kurusetra91]",saking pen junjungan mrk brkuasa ap sj dlanggar bawasluri kpuid sj mlempem letoy hdapi planggaran mrk bretika aminajadulu,"['saking', 'pen', 'junjungan', 'mrk', 'brkuasa', 'ap', 'sj', 'dlanggar', 'bawasluri', 'kpuid', 'sj', 'mlempem', 'letoy', 'hdapi', 'planggaran', 'mrk', 'bretika', 'aminajadulu']","['saking', 'pengin', 'junjungan', 'mereka', 'brkuasa', 'apa', 'saja', 'dlanggar', 'bawasluri', 'kpuid', 'saja', 'mlempem', 'letoy', 'hdapi', 'planggaran', 'mereka', 'bretika', 'aminajadulu']","['saking', 'pengin', 'junjung', 'mereka', 'brkuasa', 'apa', 'saja', 'dlanggar', 'bawasluri', 'kpuid', 'saja', 'mlempem', 'letoy', 'hdapi', 'planggaran', 'mereka', 'bretika', 'aminajadulu']",saking pengin junjung mereka brkuasa apa saja dlanggar bawasluri kpuid saja mlempem letoy hdapi planggaran mereka bretika aminajadulu,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Politik,Sosial Budaya,Politik,Sosial Budaya,Politik,Politik,Politik,Sosial Budaya
13,13,TXT0014,"Manifesto Gerakan Rakyat untuk Perubahan, Lintas Profesi di Pantura Jawa Tengah Kompak Dukung Anies-Muhaimin (AMIN) https://t.co/YIwBAx2UFV [RE OposisiCerdas]",manifesto gerakan rakyat perubahan lintas profesi pantura jawa kompak dukung amin,"['manifesto', 'gerakan', 'rakyat', 'perubahan', 'lintas', 'profesi', 'pantura', 'jawa', 'kompak', 'dukung', 'amin']","['manifesto', 'gerakan', 'rakyat', 'perubahan', 'lintas', 'profesi', 'pantura', 'jawa', 'kompak', 'dukung', 'amin']","['manifesto', 'gera', 'rakyat', 'ubah', 'lintas', 'profesi', 'pantura', 'jawa', 'kompak', 'dukung', 'amin']",manifesto gera rakyat ubah lintas profesi pantura jawa kompak dukung amin,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Demografi,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Politik,Sosial Budaya
14,14,TXT0015,"MasyaAllah, gegap gempita para santriwan-santriwati saat menyambut kehadiran Ganjar ke Ponpes An Nawawi Berjan, Purworejo (31/12/2023). 

Selain semarak dari barisan santri, dalam kunjungannya Ganjar Pranowo turut mendapat doa terbaik supaya hajatnya menjadi Kepala Negara untuk memberikan kesejahteraan kepada rakyat Indonesia dikabulkan oleh Tuhan Yang Maha Esa. Aamiin. [RE aan_muba]",gegap gempita santriwansantriwati menyambut kehadiran ponpes an nawawi berjan purworejo semarak barisan santri kunjungannya doa terbaik hajatnya kepala negara kesejahteraan rakyat indonesia dikabulkan tuhan maha esa aamiin,"['gegap', 'gempita', 'santriwansantriwati', 'menyambut', 'kehadiran', 'ponpes', 'an', 'nawawi', 'berjan', 'purworejo', 'semarak', 'barisan', 'santri', 'kunjungannya', 'doa', 'terbaik', 'hajatnya', 'kepala', 'negara', 'kesejahteraan', 'rakyat', 'indonesia', 'dikabulkan', 'tuhan', 'maha', 'esa', 'aamiin']","['gegap', 'gempita', 'santriwansantriwati', 'menyambut', 'kehadiran', 'ponpes', 'an', 'nawawi', 'berjan', 'purworejo', 'semarak', 'barisan', 'santri', 'kunjungannya', 'doa', 'terbaik', 'hajatnya', 'kepala', 'negara', 'kesejahteraan', 'rakyat', 'indonesia', 'dikabulkan', 'tuhan', 'maha', 'esa', 'amin']","['gegap', 'gempita', 'santriwansantriwati', 'sambut', 'hadir', 'ponpes', 'an', 'nawawi', 'berjan', 'purworejo', 'semarak', 'baris', 'santri', 'kunjung', 'doa', 'baik', 'hajat', 'kepala', 'negara', 'sejahtera', 'rakyat', 'indonesia', 'kabul', 'tuhan', 'maha', 'esa', 'amin']",gegap gempita santriwansantriwati sambut hadir ponpes an nawawi berjan purworejo semarak baris santri kunjung doa baik hajat kepala negara sejahtera rakyat indonesia kabul tuhan maha esa amin,Politik,Sosial Budaya,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik
15,15,TXT0016,"Sesi saling tanya antar Capres digunakan Ganjar dan Anies kompak untuk menyikat Prabowo.
Anies bertanya ke Prabowo hubungannya etika pemimpin negara dengan pertahanan negara.
(Di sini Anies bermaksud menyerang etika Jokowi soal pencawapresan Gibran.
Juga terkait adanya kader Gerindra yg menjadi rekanan Kemhan, mereka ialah Glenny Kairupan, Yudi Magio Yusuf, Prasetyo Hadi & Angga Raka Prabowo komisaris dari PT TMI.)

Prabowo menjawab Ã¢Â€ÂœJangan menghasut dan menyesatkan rakyat demi ambisi pribadi, begitu Prof Anies Baswedan. 
Prabowo berpendapat Anies tak layak bicara etika.

Untuk Ganjar, Prabowo menjelaskan kelayakan alutsista yg ia beli masih layak 15 tahun pakai, ia membandingkan membeli alutsista baru selain nominalnya besar mengurus pembeliannya memakan waktu bertahun-tahun. Menurut Prabowo setelah dibeli baru bisa digunakan 3 tahun selanjutnya. [RE mazzini_gsp]",sesi anies kompak menyikat hubungannya etika pemimpin negara pertahanan negaradi anies menyerang etika pencawapresan terkait kader gerindra rekanan kemhan glenny kairupan yudi magio yusuf prasetyo hadi angga raka komisaris pt menghasut menyesatkan rakyat ambisi pribadi prof anies baswedan berpendapat anies layak bicara etikauntuk kelayakan alutsista beli layak pakai membandingkan membeli alutsista nominalnya mengurus pembeliannya memakan bertahuntahun dibeli,"['sesi', 'anies', 'kompak', 'menyikat', 'hubungannya', 'etika', 'pemimpin', 'negara', 'pertahanan', 'negaradi', 'anies', 'menyerang', 'etika', 'pencawapresan', 'terkait', 'kader', 'gerindra', 'rekanan', 'kemhan', 'glenny', 'kairupan', 'yudi', 'magio', 'yusuf', 'prasetyo', 'hadi', 'angga', 'raka', 'komisaris', 'pt', 'menghasut', 'menyesatkan', 'rakyat', 'ambisi', 'pribadi', 'prof', 'anies', 'baswedan', 'berpendapat', 'anies', 'layak', 'bicara', 'etikauntuk', 'kelayakan', 'alutsista', 'beli', 'layak', 'pakai', 'membandingkan', 'membeli', 'alutsista', 'nominalnya', 'mengurus', 'pembeliannya', 'memakan', 'bertahuntahun', 'dibeli']","['sesi', 'anies', 'kompak', 'menyikat', 'hubungannya', 'etika', 'pemimpin', 'negara', 'pertahanan', 'negaradi', 'anies', 'menyerang', 'etika', 'pencawapresan', 'terkait', 'kader', 'gerindra', 'rekanan', 'kemhan', 'glenny', 'kairupan', 'yudi', 'magio', 'yusuf', 'prasetyo', 'hadi', 'angga', 'raka', 'komisaris', 'pt', 'menghasut', 'menyesatkan', 'rakyat', 'ambisi', 'pribadi', 'prof', 'anies', 'baswedan', 'berpendapat', 'anies', 'layak', 'bicara', 'etikauntuk', 'kelayakan', 'alutsista', 'beli', 'layak', 'pakai', 'membandingkan', 'membeli', 'alutsista', 'nominalnya', 'mengurus', 'pembeliannya', 'memakan', 'bertahuntahun', 'dibeli']","['sesi', 'anies', 'kompak', 'sikat', 'hubung', 'etika', 'pimpin', 'negara', 'tahan', 'negaradi', 'anies', 'serang', 'etika', 'pencawapresan', 'kait', 'kader', 'gerindra', 'rekan', 'kemhan', 'glenny', 'kairupan', 'yudi', 'magio', 'yusuf', 'prasetyo', 'had', 'angga', 'raka', 'komisaris', 'pt', 'hasut', 'sesat', 'rakyat', 'ambisi', 'pribadi', 'prof', 'anies', 'baswedan', 'dapat', 'anies', 'layak', 'bicara', 'etikauntuk', 'layak', 'alutsista', 'beli', 'layak', 'pakai', 'banding', 'beli', 'alutsista', 'nominal', 'urus', 'beli', 'makan', 'bertahuntahun', 'beli']",sesi anies kompak sikat hubung etika pimpin negara tahan negaradi anies serang etika pencawapresan kait kader gerindra rekan kemhan glenny kairupan yudi magio yusuf prasetyo had angga raka komisaris pt hasut sesat rakyat ambisi pribadi prof anies baswedan dapat anies layak bicara etikauntuk layak alutsista beli layak pakai banding beli alutsista nominal urus beli makan bertahuntahun beli,Sosial Budaya,Pertahanan dan Keamanan,Pertahanan dan Keamanan,Sosial Budaya,Pertahanan dan Keamanan,Sosial Budaya,Sosial Budaya,Pertahanan dan Keamanan,Politik,Politik,Politik,Pertahanan dan Keamanan
16,16,TXT0017,"@Anak__Ogi @ganjarpranowo @mohmahfudmd Setuju... Jgn sampai Pajak dinaikkan 23 % bisa amblas keuangan generasi Z... 

Dukung yg nyata saja.. 
Ganjar-Mahfud lah pilihannya
Ganjar-Mahfud lah jawabannya.. 
#GanjarMahfud2024 #GanjarMahfudSatset #GanjarPresiden #GanjarSikatKorupsi #GanjarUntukSemua",anakogi setuju jgn pajak dinaikkan amblas keuangan generasi z dukung nyata jawabannya,"['anakogi', 'setuju', 'jgn', 'pajak', 'dinaikkan', 'amblas', 'keuangan', 'generasi', 'z', 'dukung', 'nyata', 'jawabannya']","['anakogi', 'setuju', 'jangan', 'pajak', 'dinaikkan', 'amblas', 'keuangan', 'generasi', 'saja', 'dukung', 'nyata', 'jawabannya']","['anakogi', 'tuju', 'jangan', 'pajak', 'naik', 'amblas', 'uang', 'generasi', 'saja', 'dukung', 'nyata', 'jawab']",anakogi tuju jangan pajak naik amblas uang generasi saja dukung nyata jawab,Politik,Politik,Ekonomi,Politik,Demografi,Politik,Politik,Demografi,Demografi,Demografi,Politik,Ekonomi
17,17,TXT0018,"Dengan Ganjar-Mahfud, kita bisa berharap peningkatan investasi riset dan inovasi industri unggulan akan menjadi kenyataan. @syngnyjim Happy New Year 
#GanjarMahfud2024
#3MandatGanjarMahfud
#L3bihbaik https://t.co/OMYAQXBi24",berharap peningkatan investasi riset inovasi industri unggulan kenyataan syngnyjim happy new year,"['berharap', 'peningkatan', 'investasi', 'riset', 'inovasi', 'industri', 'unggulan', 'kenyataan', 'syngnyjim', 'happy', 'new', 'year']","['berharap', 'peningkatan', 'investasi', 'riset', 'inovasi', 'industri', 'unggulan', 'kenyataan', 'syngnyjim', 'happy', 'new', 'year']","['harap', 'tingkat', 'investasi', 'riset', 'inovasi', 'industri', 'unggul', 'nyata', 'syngnyjim', 'happy', 'new', 'year']",harap tingkat investasi riset inovasi industri unggul nyata syngnyjim happy new year,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Politik,Ekonomi
18,18,TXT0019,"Kampanye politik Anies dalam Pilgub DKI mempengaruhi dinamika masyarakat, di mana generasi tua memendam kebencian yang sulit diperbaiki oleh generasi muda, berdampak pada kohesi sosial antar kelompok usia dalam populasi.",kampanye politik anies pilgub dki mempengaruhi dinamika masyarakat generasi tua memendam kebencian sulit diperbaiki generasi muda berdampak kohesi sosial kelompok usia populasi,"['kampanye', 'politik', 'anies', 'pilgub', 'dki', 'mempengaruhi', 'dinamika', 'masyarakat', 'generasi', 'tua', 'memendam', 'kebencian', 'sulit', 'diperbaiki', 'generasi', 'muda', 'berdampak', 'kohesi', 'sosial', 'kelompok', 'usia', 'populasi']","['kampanye', 'politik', 'anies', 'pilgub', 'dki', 'mempengaruhi', 'dinamika', 'masyarakat', 'generasi', 'tua', 'memendam', 'kebencian', 'sulit', 'diperbaiki', 'generasi', 'muda', 'berdampak', 'kohesi', 'sosial', 'kelompok', 'usia', 'populasi']","['kampanye', 'politik', 'anies', 'pilgub', 'dki', 'pengaruh', 'dinamika', 'masyarakat', 'generasi', 'tua', 'pendam', 'benci', 'sulit', 'baik', 'generasi', 'muda', 'dampak', 'kohesi', 'sosial', 'kelompok', 'usia', 'populasi']",kampanye politik anies pilgub dki pengaruh dinamika masyarakat generasi tua pendam benci sulit baik generasi muda dampak kohesi sosial kelompok usia populasi,Demografi,Politik,Demografi,Demografi,Politik,Demografi,Demografi,Demografi,Demografi,Demografi,Politik,Demografi
19,19,TXT0020,"Anies mengatakan, bansos berasal dari uang pajak rakyat. Bukan berasal dari pribadi seseorang untuk kepentingan masyarakat. https://t.co/ky45Mvrc9P [RE kumparan]",anies bansos berasal uang pajak rakyat berasal pribadi kepentingan masyarakat,"['anies', 'bansos', 'berasal', 'uang', 'pajak', 'rakyat', 'berasal', 'pribadi', 'kepentingan', 'masyarakat']","['anies', 'bansos', 'berasal', 'uang', 'pajak', 'rakyat', 'berasal', 'pribadi', 'kepentingan', 'masyarakat']","['anies', 'bansos', 'asal', 'uang', 'pajak', 'rakyat', 'asal', 'pribadi', 'penting', 'masyarakat']",anies bansos asal uang pajak rakyat asal pribadi penting masyarakat,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Politik,Sosial Budaya
20,20,TXT0021,"Upaya Pemberantasan Korupsi, Anies Ingin Kembalikan Kekuatan KPK Lewat Revisi UU https://t.co/YUmM6xpei5 #TempoVideo [RE tempodotco]",upaya pemberantasan korupsi anies kembalikan kekuatan kpk revisi uu tempovideo,"['upaya', 'pemberantasan', 'korupsi', 'anies', 'kembalikan', 'kekuatan', 'kpk', 'revisi', 'uu', 'tempovideo']","['upaya', 'pemberantasan', 'korupsi', 'anies', 'kembalikan', 'kekuatan', 'kpk', 'revisi', 'uu', 'tempovideo']","['upaya', 'berantas', 'korupsi', 'anies', 'kembali', 'kuat', 'kpk', 'revisi', 'uu', 'tempovideo']",upaya berantas korupsi anies kembali kuat kpk revisi uu tempovideo,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik
21,21,TXT0022,"Ã¢Â˜Â˜  Ã‚Â TaufikDamasÃ‚Â  NetizenGan/staÃ¢Â€Â¦ QTÃ‚Â  NetizenGan:Ã‚Â  KakekHalalÃ‚Â  antikorupsi Setya Novanto Sebut Ganjar Pranowo Terima Duit E-KTP US$ 500 RibuÃ‚Â  gqpJrpVqW9Ã‚Â 

 Ganjar Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 NelayanÃ‚Â Sejahtera",netizengansta qt netizengan kakekhalal antikorupsi setya novanto terima duit ektp us ribu hebat nelayansejahtera,"['netizengansta', 'qt', 'netizengan', 'kakekhalal', 'antikorupsi', 'setya', 'novanto', 'terima', 'duit', 'ektp', 'us', 'ribu', 'hebat', 'nelayansejahtera']","['netizengansta', 'kita', 'netizengan', 'kakekhalal', 'antikorupsi', 'setya', 'novanto', 'terima', 'duit', 'ektp', 'us', 'ribu', 'hebat', 'nelayansejahtera']","['netizengansta', 'kita', 'netizengan', 'kakekhalal', 'antikorupsi', 'setya', 'novanto', 'terima', 'duit', 'ektp', 'us', 'ribu', 'hebat', 'nelayansejahtera']",netizengansta kita netizengan kakekhalal antikorupsi setya novanto terima duit ektp us ribu hebat nelayansejahtera,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Politik,Sosial Budaya,Politik,Sosial Budaya,Politik,Politik,Politik,Sosial Budaya
22,22,TXT0023,"Capres Cawapres Ganjar Pranowo dan Mahfud MD, mari bersama-sama kita buka jalan bagi nelayan yang terjebak kredit macet. Sebagai hasilnya, mereka dapat melangkah menuju kebebasan finansial. #NelayanBukaJalan #GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNK",cawapres md mari bersamasama buka jalan nelayan terjebak kredit macet hasilnya melangkah kebebasan finansial nelayanbukajalan jnk,"['cawapres', 'md', 'mari', 'bersamasama', 'buka', 'jalan', 'nelayan', 'terjebak', 'kredit', 'macet', 'hasilnya', 'melangkah', 'kebebasan', 'finansial', 'nelayanbukajalan', 'jnk']","['cawapres', 'md', 'mari', 'bersamasama', 'buka', 'jalan', 'nelayan', 'terjebak', 'kredit', 'macet', 'hasilnya', 'melangkah', 'kebebasan', 'finansial', 'nelayanbukajalan', 'jnk']","['cawapres', 'md', 'mari', 'bersamasama', 'buka', 'jalan', 'nelayan', 'jebak', 'kredit', 'macet', 'hasil', 'lang', 'bebas', 'finansial', 'nelayanbukajalan', 'jnk']",cawapres md mari bersamasama buka jalan nelayan jebak kredit macet hasil lang bebas finansial nelayanbukajalan jnk,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Politik,Ekonomi
23,23,TXT0024,@RM55Bn/jTOYBntGhLJUBSxbB+yKFrIWQVNDlunZ3qJo= @Nhmw096c2GxBV8+mwzNDoy6GpwXedLhaiEXKudEnO8s= @JupboPaPSlW9++zMIRZLL4qb36IubVN8gCnCwqqEPLw= Apalagi kita sebgai negara kepulauan. Bagian pasifik utara kita harus punya 3 Selatan 2. Bagian barat 3 dan timur 2.  ngra di dua samudra . Colek pak @gMG3cXk1x4nZ4v4fCBxdzeVFP35ZJll838I3xfJxoS8=,sebgai negara kepulauan pasifik utara selatan barat timur ngra samudra colek,"['sebgai', 'negara', 'kepulauan', 'pasifik', 'utara', 'selatan', 'barat', 'timur', 'ngra', 'samudra', 'colek']","['sebgai', 'negara', 'kepulauan', 'pasifik', 'utara', 'selatan', 'barat', 'timur', 'ngra', 'samudra', 'colek']","['sebgai', 'negara', 'pulau', 'pasifik', 'utara', 'selatan', 'barat', 'timur', 'ngra', 'samudra', 'colek']",sebgai negara pulau pasifik utara selatan barat timur ngra samudra colek,Geografi,Geografi,Geografi,Geografi,Geografi,Geografi,Geografi,Geografi,Geografi,Geografi,Politik,Geografi
24,24,TXT0025,"Kehadiran sosokÃ‚Â capresÃ‚Â nomor urut tiga pada Pemilu 2024, Ganjar Pranowo di TPI Desa Karanganyar Kabupaten Rembang,  membuat nelayan setempat bersuka cita.

Mereka senang ketika mengetahuiÃ‚Â Ganjar PranowoÃ‚Â membawa program unggulan berupa penghapusan kredit macet atau utang bagi para nelayan.

Ganjar menyebutÃ‚Â utangÃ‚Â yang dimiliki nelayan tidak besar dan bisa untuk dibantu dilunaskan pemerintah.

Pihaknya sudah menghitung jumlah kredit macet di sektor perikanan Indonesia. Ganjar mengatakan jumlah kredit macet tidaklah banyak, sekitar Rp 190 miliar.

Ganjar-Mahfud

#GanjarMahfud2024

#SahabatGanjar",kehadiran urut pemilu desa karanganyar kabupaten rembang nelayan bersuka citamereka senang program unggulan penghapusan kredit macet utang menyebututangyang dimiliki nelayan dibantu dilunaskan pemerintahpihaknya menghitung kredit macet sektor perikanan indonesia kredit macet rp,"['kehadiran', 'urut', 'pemilu', 'desa', 'karanganyar', 'kabupaten', 'rembang', 'nelayan', 'bersuka', 'citamereka', 'senang', 'program', 'unggulan', 'penghapusan', 'kredit', 'macet', 'utang', 'menyebututangyang', 'dimiliki', 'nelayan', 'dibantu', 'dilunaskan', 'pemerintahpihaknya', 'menghitung', 'kredit', 'macet', 'sektor', 'perikanan', 'indonesia', 'kredit', 'macet', 'rp']","['kehadiran', 'urut', 'pemilu', 'desa', 'karanganyar', 'kabupaten', 'rembang', 'nelayan', 'bersuka', 'citamereka', 'senang', 'program', 'unggulan', 'penghapusan', 'kredit', 'macet', 'utang', 'menyebututangyang', 'dimiliki', 'nelayan', 'dibantu', 'dilunaskan', 'pemerintahpihaknya', 'menghitung', 'kredit', 'macet', 'sektor', 'perikanan', 'indonesia', 'kredit', 'macet', 'rp']","['hadir', 'urut', 'milu', 'desa', 'karanganyar', 'kabupaten', 'rembang', 'nelayan', 'suka', 'citamereka', 'senang', 'program', 'unggul', 'hapus', 'kredit', 'macet', 'utang', 'menyebututangyang', 'milik', 'nelayan', 'bantu', 'lunas', 'pemerintahpihaknya', 'hitung', 'kredit', 'macet', 'sektor', 'ikan', 'indonesia', 'kredit', 'macet', 'rp']",hadir urut milu desa karanganyar kabupaten rembang nelayan suka citamereka senang program unggul hapus kredit macet utang menyebututangyang milik nelayan bantu lunas pemerintahpihaknya hitung kredit macet sektor ikan indonesia kredit macet rp,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Ekonomi,Politik,Ekonomi
25,25,TXT0026,RT Abah online Meroket... Figur Pak Anies Semakin Populer di kalangan anak -anak Milenial dan Anak-Anak Gen-Z... gagasan dan gaya komunikasi Pak Anies tentu berhasil Memikat Anak -Anak Muda terutama anak -anak GEN-Z dan ini Memberi warna baru dalam Kancah berpoltikan https://t.co/mZOd9rneMf [RE Yurissa_Samosir],rt abah online meroket figur anies populer kalangan anak anak milenial anakanak genz gagasan gaya komunikasi anies berhasil memikat anak anak muda anak anak genz warna kancah berpoltikan,"['rt', 'abah', 'online', 'meroket', 'figur', 'anies', 'populer', 'kalangan', 'anak', 'anak', 'milenial', 'anakanak', 'genz', 'gagasan', 'gaya', 'komunikasi', 'anies', 'berhasil', 'memikat', 'anak', 'anak', 'muda', 'anak', 'anak', 'genz', 'warna', 'kancah', 'berpoltikan']","['rt', 'abah', 'online', 'meroket', 'figur', 'anies', 'populer', 'kalangan', 'anak', 'anak', 'milenial', 'anakanak', 'genz', 'gagasan', 'gaya', 'komunikasi', 'anies', 'berhasil', 'memikat', 'anak', 'anak', 'muda', 'anak', 'anak', 'genz', 'warna', 'kancah', 'berpoltikan']","['rt', 'abah', 'online', 'roket', 'figur', 'anies', 'populer', 'kalang', 'anak', 'anak', 'milenial', 'anakanak', 'genz', 'gagas', 'gaya', 'komunikasi', 'anies', 'hasil', 'mikat', 'anak', 'anak', 'muda', 'anak', 'anak', 'genz', 'warna', 'kancah', 'berpoltikan']",rt abah online roket figur anies populer kalang anak anak milenial anakanak genz gagas gaya komunikasi anies hasil mikat anak anak muda anak anak genz warna kancah berpoltikan,Demografi,Politik,Demografi,Demografi,Demografi,Demografi,Demografi,Demografi,Demografi,Demografi,Politik,Demografi
26,26,TXT0027,Habis Debat Soal Pesawat Bekas Prabowo Teken Kontrak ... - MSN https://t.co/1kJrzdz84q #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,habis debat pesawat bekas teken kontrak msn indonesiakuatindonesiamaju,"['habis', 'debat', 'pesawat', 'bekas', 'teken', 'kontrak', 'msn', 'indonesiakuatindonesiamaju']","['habis', 'debat', 'pesawat', 'bekas', 'teken', 'kontrak', 'msn', 'indonesiakuatindonesiamaju']","['habis', 'debat', 'pesawat', 'bekas', 'teken', 'kontrak', 'msn', 'indonesiakuatindonesiamaju']",habis debat pesawat bekas teken kontrak msn indonesiakuatindonesiamaju,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik
27,27,TXT0028,"Ganjar Pranowo dan Mahfud MD Pembela Kesejahteraan Rakyat

 Ganjar Mahfud Hebat #Coblos3 #3GM Memimpin Indonesia #GanjarMahfudM3nangDebat https://t.co/QL4igcwLlw",md pembela kesejahteraan rakyat hebat memimpin indonesia,"['md', 'pembela', 'kesejahteraan', 'rakyat', 'hebat', 'memimpin', 'indonesia']","['md', 'pembela', 'kesejahteraan', 'rakyat', 'hebat', 'memimpin', 'indonesia']","['md', 'bela', 'sejahtera', 'rakyat', 'hebat', 'pimpin', 'indonesia']",md bela sejahtera rakyat hebat pimpin indonesia,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Politik,Sosial Budaya,Politik,Sosial Budaya,Politik,Politik,Politik,Sosial Budaya
28,28,TXT0029,"Ganjar Pranowo itu bukan cuma pemimpin yang mikirin kepentingan diri sendiri, tapi juga kepentingan rakyat dan kebebasan berpendapat di masyarakat. #GanjarPranowoPilihanUmat  #JNK #GanjarMahfudRebound https://t.co/2pHfh7CeP4",pemimpin mikirin kepentingan kepentingan rakyat kebebasan berpendapat masyarakat jnk,"['pemimpin', 'mikirin', 'kepentingan', 'kepentingan', 'rakyat', 'kebebasan', 'berpendapat', 'masyarakat', 'jnk']","['pemimpin', 'memikirkan', 'kepentingan', 'kepentingan', 'rakyat', 'kebebasan', 'berpendapat', 'masyarakat', 'jnk']","['pimpin', 'pikir', 'penting', 'penting', 'rakyat', 'bebas', 'dapat', 'masyarakat', 'jnk']",pimpin pikir penting penting rakyat bebas dapat masyarakat jnk,Sosial Budaya,Politik,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Sosial Budaya,Politik,Sosial Budaya
29,29,TXT0030,"Harus nya @prabowo seperti ini DUDUK BERSILA diacara @AksiKamisan untuk menjawab dan mengklarifikasi atau mengclearkan Tuduhan atau Isu Penculikan dan Pelanggaran Ham yang dialamatkan kedia

Agar tidak ada lagi Asumsi Isu Pelanggaran HAM dan Penculikan hanya muncul Saat Pilpres [RE Catatan_ali7]",nya duduk bersila diacara aksikamisan mengklarifikasi mengclearkan tuduhan isu penculikan pelanggaran ham dialamatkan kediaagar asumsi isu pelanggaran ham penculikan muncul pilpres,"['nya', 'duduk', 'bersila', 'diacara', 'aksikamisan', 'mengklarifikasi', 'mengclearkan', 'tuduhan', 'isu', 'penculikan', 'pelanggaran', 'ham', 'dialamatkan', 'kediaagar', 'asumsi', 'isu', 'pelanggaran', 'ham', 'penculikan', 'muncul', 'pilpres']","['nya', 'duduk', 'bersila', 'diacara', 'aksikamisan', 'mengklarifikasi', 'mengclearkan', 'tuduhan', 'isu', 'penculikan', 'pelanggaran', 'ham', 'dialamatkan', 'kediaagar', 'asumsi', 'isu', 'pelanggaran', 'ham', 'penculikan', 'muncul', 'pilpres']","['nya', 'duduk', 'sila', 'acara', 'aksikamisan', 'klarifikasi', 'mengclearkan', 'tuduh', 'isu', 'culi', 'langgar', 'ham', 'alamat', 'kediaagar', 'asumsi', 'isu', 'langgar', 'ham', 'culi', 'muncul', 'pilpres']",nya duduk sila acara aksikamisan klarifikasi mengclearkan tuduh isu culi langgar ham alamat kediaagar asumsi isu langgar ham culi muncul pilpres,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik,Politik
